park,plot,plot,subplot,focal_collect,PLECON,NAVSQU,PLAFIG,EPIDEN,GILCAP,COLLIN,CLAPUR,COLLOM,LACTUCA,MYO,CHICKWEED,VICIA,MADIA,LEUVUL,DAUCUS,LINBIE,PLANTAIN,GERANIUM,GALIUM,SHEARV,CAMAS,CLOVER,J,C,F,G,H,I,VERARV,A,SEDGE,EPICIL,ERILAN,JUNCUS,SCARLET PIMPERNEL,LUPBIC,D,FRLA
BR,DIVERSE,7,C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,7,D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,7,E1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,7,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,7,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,7,C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,7,D2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,7,E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,7,A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,7,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,7,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,7,D3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,7,E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,7,A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,7,B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,7,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,7,D4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,7,E4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,7,A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,7,B5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,7,C5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,7,D5,,1,0,0,0,0,1,6,0,1,1,0,0,11,1,1,1,0,0,0,0,1,0,0,2,6,0,0,1,,,,,,,,,,
BR,DIVERSE,7,E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,8,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,8,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,8,C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,8,D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,8,E1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,8,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,8,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,8,C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,8,D2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,8,E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,8,A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,8,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,8,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,8,D3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,8,E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,8,A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,8,B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,8,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,8,D4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,8,E4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,8,A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,8,B5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,8,C5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,8,D5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,8,E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,9,A1,,1,2,0,4,0,1,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
BR,DIVERSE,9,B1,,0,6,0,1,4,0,2,3,4,1,0,0,1,1,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,
BR,DIVERSE,9,C1,,0,13,1,2,6,1,0,0,3,0,1,0,2,0,0,3,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,,,
BR,DIVERSE,9,D1,,1,13,0,4,2,2,2,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,1,,
BR,DIVERSE,9,E1,,1,4,1,2,0,0,0,2,1,1,0,0,0,1,1,1,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,,,
BR,DIVERSE,9,A2,,1,8,0,3,3,1,2,2,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,,,
BR,DIVERSE,9,B2,,0,8,0,1,2,0,1,3,0,1,1,0,1,0,0,3,2,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,,,
BR,DIVERSE,9,C2,,0,7,1,3,3,1,0,6,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,,,
BR,DIVERSE,9,D2,,0,7,0,3,1,0,0,4,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,3,0,0,0,,,
BR,DIVERSE,9,E2,,0,8,0,4,0,0,1,1,1,0,1,0,1,0,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,,,
BR,DIVERSE,9,A3,,0,3,1,6,2,0,5,1,0,1,0,0,2,0,0,5,0,0,1,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,,,
BR,DIVERSE,9,B3,,2,38,1,5,1,1,0,1,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,,,
BR,DIVERSE,9,C3,,0,23,0,1,6,0,2,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,,,
BR,DIVERSE,9,D3,,0,6,0,1,1,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,,,
BR,DIVERSE,9,E3,,0,3,0,1,0,0,2,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,,
BR,DIVERSE,9,A4,,0,5,0,7,3,0,1,0,2,2,0,0,1,0,0,5,0,0,2,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,,,
BR,DIVERSE,9,B4,,0,28,0,3,3,1,2,0,0,1,1,0,0,0,2,3,0,0,2,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,,,
BR,DIVERSE,9,C4,,0,14,0,7,2,2,0,1,1,2,0,0,1,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,
BR,DIVERSE,9,D4,,0,10,1,0,0,1,1,0,0,1,0,0,1,0,0,2,0,0,2,0,0,0,0,1,2,0,0,2,0,1,0,0,0,0,0,,,
BR,DIVERSE,9,E4,,0,14,0,0,1,0,2,0,1,1,0,0,2,0,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,
BR,DIVERSE,9,A5,,0,7,0,6,1,1,2,2,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,,,
BR,DIVERSE,9,B5,,1,25,1,5,0,0,4,0,0,1,1,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,,,
BR,DIVERSE,9,C5,,0,15,0,1,1,0,1,1,1,2,0,0,1,0,0,3,0,0,1,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,,,
BR,DIVERSE,9,D5,,2,19,1,0,0,0,0,1,1,2,1,0,2,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,,
BR,DIVERSE,9,E5,,1,8,0,1,0,0,0,1,2,1,0,0,3,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
BR,DIVERSE,10,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,10,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,10,C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,10,D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,10,E1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,10,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,10,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,10,C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,10,D2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,10,E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,10,A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,10,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,10,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,10,D3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,10,E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,10,A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,10,B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,10,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,10,D4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,10,E4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,10,A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,10,B5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,10,C5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,10,D5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,10,E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,11,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,11,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,11,C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,11,D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,11,E1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,11,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,11,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,11,C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,11,D2,,0,8,2,5,7,0,0,1,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,,,,,,
BR,DIVERSE,11,E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,11,A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,11,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,11,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,11,D3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,11,E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,11,A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,11,B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,11,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,11,D4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,11,E4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,11,A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,11,B5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,11,C5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,11,D5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,11,E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,12,A1,,0,3,0,3,6,3,2,1,0,1,0,0,2,0,0,2,0,0,0,0,1,0,0,1,2,0,0,2,0,4,0,0,0,0,0,,0,
BR,DIVERSE,12,B1,,0,6,0,6,4,3,2,2,0,0,1,0,1,0,4,6,0,0,0,2,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,,0,
BR,DIVERSE,12,C1,,0,2,0,1,12,1,4,1,0,1,0,0,0,3,4,11,0,0,1,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,,0,
BR,DIVERSE,12,D1,,1,6,0,8,4,2,4,0,0,2,0,0,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
BR,DIVERSE,12,E1,,1,9,0,0,3,0,2,1,3,1,0,0,0,1,0,5,0,1,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,
BR,DIVERSE,12,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,DIVERSE,12,B2,,0,4,0,4,6,0,7,3,0,0,0,0,1,0,6,3,0,0,2,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,,0,
BR,DIVERSE,12,C2,,0,7,0,6,6,1,6,0,0,1,0,1,1,2,3,2,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,,0,
BR,DIVERSE,12,D2,,1,16,0,5,4,0,2,0,0,0,0,0,1,0,1,2,0,0,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,,0,
BR,DIVERSE,12,E2,,0,4,0,0,4,0,4,1,1,1,0,0,1,0,3,5,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,
BR,DIVERSE,12,A3,,0,1,0,2,0,0,1,1,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,
BR,DIVERSE,12,B3,,0,0,0,2,5,0,4,3,0,0,0,0,1,1,2,4,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,
BR,DIVERSE,12,C3,,0,6,0,5,10,0,2,3,3,2,0,0,1,2,3,1,0,0,1,0,0,0,0,2,8,0,0,1,0,1,0,0,0,0,0,,0,
BR,DIVERSE,12,D3,,1,16,1,15,9,2,4,4,0,0,0,0,0,0,1,2,0,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,0,
BR,DIVERSE,12,E3,,1,9,1,2,8,0,1,2,1,2,0,0,0,0,2,3,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,,0,
BR,DIVERSE,12,A4,,0,1,0,0,3,0,1,1,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,2,3,0,0,4,0,1,0,0,1,0,0,,0,
BR,DIVERSE,12,B4,,0,3,0,2,7,2,2,0,1,0,0,0,0,1,6,0,0,1,1,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,,0,
BR,DIVERSE,12,C4,,0,7,0,2,6,1,0,0,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,,0,
BR,DIVERSE,12,D4,,0,4,1,6,10,2,1,0,1,0,0,0,1,0,1,2,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,
BR,DIVERSE,12,E4,,1,9,0,3,6,0,1,1,1,1,1,0,1,1,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
BR,DIVERSE,12,A5,,0,6,0,4,4,0,3,4,1,0,0,0,0,0,3,10,0,1,1,3,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,,0,
BR,DIVERSE,12,B5,,0,0,0,4,12,0,1,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,,0,
BR,DIVERSE,12,C5,,0,3,2,7,4,1,1,1,1,0,0,0,1,2,1,3,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,,0,
BR,DIVERSE,12,D5,,1,4,1,6,3,2,3,2,0,0,1,0,0,1,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,
BR,DIVERSE,12,E5,,0,6,0,4,5,0,2,1,3,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,0,
BR,DIVERSE,13,A1,,0,17,0,1,1,0,0,2,2,2,0,0,3,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
BR,DIVERSE,13,B1,,0,14,0,1,2,0,1,0,0,1,1,0,1,0,0,4,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,DIVERSE,13,C1,,0,7,0,0,11,0,0,0,1,0,1,0,2,0,1,5,0,0,1,1,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1
BR,DIVERSE,13,D1,,0,25,1,1,3,0,0,1,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
BR,DIVERSE,13,E1,,0,24,0,5,3,0,2,0,4,3,1,0,1,0,3,2,0,0,0,1,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0
BR,DIVERSE,13,A2,,3,13,0,4,0,1,0,0,1,1,1,0,2,0,0,2,0,0,1,0,1,1,1,2,2,0,1,0,2,0,1,1,0,1,0,1,1,1
BR,DIVERSE,13,B2,,0,29,0,2,6,1,0,0,0,0,1,0,0,0,3,5,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
BR,DIVERSE,13,C2,,0,16,0,0,5,0,3,0,0,0,0,1,4,0,5,3,0,0,1,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,DIVERSE,13,D2,,0,24,0,4,8,0,1,1,1,0,0,0,2,0,1,2,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0
BR,DIVERSE,13,E2,,0,25,0,2,11,1,2,0,3,0,1,0,3,1,0,5,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
BR,DIVERSE,13,A3,,0,6,1,7,5,4,0,3,1,0,1,1,0,1,2,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,DIVERSE,13,B3,,0,14,0,1,4,2,1,2,0,0,0,0,2,0,3,6,0,0,1,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
BR,DIVERSE,13,C3,,1,9,0,2,5,0,3,2,1,0,0,0,4,1,5,12,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BR,DIVERSE,13,D3,,0,3,1,0,8,0,1,0,3,0,1,0,2,1,2,6,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,DIVERSE,13,E3,,0,11,0,2,4,0,1,2,0,0,1,0,2,0,4,3,0,0,2,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0
BR,DIVERSE,13,A4,,0,3,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0
BR,DIVERSE,13,B4,,0,0,0,0,4,1,0,4,0,0,0,1,0,0,2,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,DIVERSE,13,C4,,0,6,0,1,7,0,0,1,0,0,1,0,3,1,5,7,0,0,1,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,DIVERSE,13,D4,,0,8,0,0,4,1,2,0,1,0,0,0,3,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BR,DIVERSE,13,E4,,1,12,0,1,2,0,4,2,0,0,1,0,0,0,0,4,0,0,2,2,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0
BR,DIVERSE,13,A5,,1,2,0,2,4,0,0,0,1,0,0,1,2,2,2,2,0,0,1,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0
BR,DIVERSE,13,B5,,0,2,0,2,6,1,0,1,0,0,0,0,2,0,4,6,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,DIVERSE,13,C5,,0,2,0,3,9,2,5,0,1,0,0,0,1,1,5,4,0,1,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,DIVERSE,13,D5,,1,7,1,6,4,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,DIVERSE,13,E5,,0,15,0,3,5,0,5,1,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0